
printing unique entries in spam set

printing unique entries in normal set
109110
89512

printing unique entries in spam set
a [43, 0.00039409769956924204]
benidorm [1, 9.165062780680048e-06]
bern [2, 1.8330125561360096e-05]
bernadette [1, 9.165062780680048e-06]
berwick [1, 9.165062780680048e-06]
beryldshannon [1, 9.165062780680048e-06]
beside [4, 3.666025112272019e-05]
best [255, 0.002337091009073412]
bestbus [1, 9.165062780680048e-06]
bestock [1, 9.165062780680048e-06]
bestockpix [5, 4.582531390340024e-05]
bestsel [1, 9.165062780680048e-06]
bestsellers [1, 9.165062780680048e-06]
bet [16, 0.00014664100449088077]
beta [1, 9.165062780680048e-06]
beth [2, 1.8330125561360096e-05]
bethpage [1, 9.165062780680048e-06]
better [82, 0.0007515351480157639]
betwe [1, 9.165062780680048e-06]
betwee [1, 9.165062780680048e-06]
between [39, 0.00035743744844652183]
beverage [6, 5.4990376684080284e-05]
beverly [1, 9.165062780680048e-06]
beware [1, 9.165062780680048e-06]
bewoner [1, 9.165062780680048e-06]
beyond [4, 3.666025112272019e-05]
bguide [1, 9.165062780680048e-06]
bh [1, 9.165062780680048e-06]
bham [1, 9.165062780680048e-06]
bi [1, 9.165062780680048e-06]
bible [2, 1.8330125561360096e-05]
bid [34, 0.0003116121345431216]
big [65, 0.0005957290807442031]
bigfoot [1, 9.165062780680048e-06]
bigger [2, 1.8330125561360096e-05]
biggest [19, 0.0001741361928329209]
bilingual [1, 9.165062780680048e-06]
bill [111, 0.0010173219686554853]
billboard [5, 4.582531390340024e-05]
bille [4, 3.666025112272019e-05]
billie [1, 9.165062780680048e-06]
billing [4, 3.666025112272019e-05]
billion [36, 0.00032994226010448174]
billions [1, 9.165062780680048e-06]
billle [3, 2.7495188342040142e-05]
bills [1, 9.165062780680048e-06]
billy [1, 9.165062780680048e-06]
bin [7, 6.415543946476033e-05]
binary [2, 1.8330125561360096e-05]
bind [8, 7.332050224544038e-05]
bine [1, 9.165062780680048e-06]
bio [1, 9.165062780680048e-06]
biology [1, 9.165062780680048e-06]
bird [1, 9.165062780680048e-06]
birdwatcher [2, 1.8330125561360096e-05]
birth [8, 7.332050224544038e-05]
birthday [7, 6.415543946476033e-05]
birthmark [1, 9.165062780680048e-06]
bit [23, 0.0002107964439556411]
bite [4, 3.666025112272019e-05]
bittersweet [3, 2.7495188342040142e-05]
bixus [1, 9.165062780680048e-06]
biz [13, 0.00011914581614884062]
bizlink [1, 9.165062780680048e-06]
bizman [2, 1.8330125561360096e-05]
bizop [6, 5.4990376684080284e-05]
bl [1, 9.165062780680048e-06]
black [12, 0.00010998075336816057]
blackballed [1, 9.165062780680048e-06]
blackburn [1, 9.165062780680048e-06]
blackjack [3, 2.7495188342040142e-05]
blackkey [1, 9.165062780680048e-06]
bladerunner [1, 9.165062780680048e-06]
blake [2, 1.8330125561360096e-05]
blank [18, 0.00016497113005224087]
blare [1, 9.165062780680048e-06]
blast [7, 6.415543946476033e-05]
blaster [1, 9.165062780680048e-06]
bleach [2, 1.8330125561360096e-05]
blemish [1, 9.165062780680048e-06]
bless [3, 2.7495188342040142e-05]
blind [1, 9.165062780680048e-06]
bloat [1, 9.165062780680048e-06]
block [24, 0.00021996150673632113]
blockbuster [5, 4.582531390340024e-05]
blocker [1, 9.165062780680048e-06]
blondie [1, 9.165062780680048e-06]
blood [2, 1.8330125561360096e-05]
blow [7, 6.415543946476033e-05]
blowout [1, 9.165062780680048e-06]
blue [1, 9.165062780680048e-06]
bluechip [1, 9.165062780680048e-06]
bluff [1, 9.165062780680048e-06]
blur [4, 3.666025112272019e-05]
blvd [12, 0.00010998075336816057]
bmail [1, 9.165062780680048e-06]
bmw [3, 2.7495188342040142e-05]
board [6, 5.4990376684080284e-05]
boat [3, 2.7495188342040142e-05]
bob [1, 9.165062780680048e-06]
bobby [2, 1.8330125561360096e-05]
bodily [1, 9.165062780680048e-06]
body [16, 0.00014664100449088077]
bog [6, 5.4990376684080284e-05]
boggle [1, 9.165062780680048e-06]
bogus [10, 9.165062780680047e-05]
boil [1, 9.165062780680048e-06]
bol [2, 1.8330125561360096e-05]
bold [8, 7.332050224544038e-05]
boldest [2, 1.8330125561360096e-05]
bole [1, 9.165062780680048e-06]
bomb [2, 1.8330125561360096e-05]
bona [3, 2.7495188342040142e-05]
bonaly [3, 2.7495188342040142e-05]
bond [9, 8.248556502612044e-05]
bondage [6, 5.4990376684080284e-05]
bonsall [1, 9.165062780680048e-06]
bonus [98, 0.0008981761525066447]
bonuses [7, 6.415543946476033e-05]
boo [4, 3.666025112272019e-05]
book [93, 0.0008523508386032444]
bookkeep [1, 9.165062780680048e-06]
booklet [5, 4.582531390340024e-05]
bookmark [3, 2.7495188342040142e-05]
books [2, 1.8330125561360096e-05]
bookshop [1, 9.165062780680048e-06]
bookstore [3, 2.7495188342040142e-05]
boom [1, 9.165062780680048e-06]
booming [1, 9.165062780680048e-06]
boot [5, 4.582531390340024e-05]
bornheim [4, 3.666025112272019e-05]
borrow [18, 0.00016497113005224087]
borrower [1, 9.165062780680048e-06]
boss [8, 7.332050224544038e-05]
boston [1, 9.165062780680048e-06]
botanical [1, 9.165062780680048e-06]
both [57, 0.0005224085784987627]
bother [3, 2.7495188342040142e-05]
bottle [4, 3.666025112272019e-05]
bottom [27, 0.0002474566950783613]
bottomline [3, 2.7495188342040142e-05]
bough [1, 9.165062780680048e-06]
boulder [1, 9.165062780680048e-06]
boulevard [1, 9.165062780680048e-06]
bounce [10, 9.165062780680047e-05]
bound [3, 2.7495188342040142e-05]
boundary [11, 0.00010081569058748053]
bournemouth [1, 9.165062780680048e-06]
bowl [3, 2.7495188342040142e-05]
box [134, 0.0012281184126111263]
boxes [1, 9.165062780680048e-06]
boxoffice [2, 1.8330125561360096e-05]
boy [26, 0.00023829163229768124]
boyband [1, 9.165062780680048e-06]
boyfriend [21, 0.000192466318394281]
boynton [2, 1.8330125561360096e-05]
boys [2, 1.8330125561360096e-05]
boyzone [10, 9.165062780680047e-05]
br [2, 1.8330125561360096e-05]
brace [2, 1.8330125561360096e-05]
bracket [1, 9.165062780680048e-06]
brad [1, 9.165062780680048e-06]
bragging [1, 9.165062780680048e-06]
brain [2, 1.8330125561360096e-05]
brainer [1, 9.165062780680048e-06]
braket [1, 9.165062780680048e-06]
braless [1, 9.165062780680048e-06]
branch [1, 9.165062780680048e-06]
brand [20, 0.00018330125561360095]
brandnew [2, 1.8330125561360096e-05]
brasil [1, 9.165062780680048e-06]
brave [2, 1.8330125561360096e-05]
brazil [2, 1.8330125561360096e-05]
break [53, 0.00048574832737604255]
breaker [2, 1.8330125561360096e-05]
breakfast [3, 2.7495188342040142e-05]
breakthrough [8, 7.332050224544038e-05]
breakup [1, 9.165062780680048e-06]
breast [1, 9.165062780680048e-06]
breath [2, 1.8330125561360096e-05]
breathe [2, 1.8330125561360096e-05]
breathless [2, 1.8330125561360096e-05]
breathtake [3, 2.7495188342040142e-05]
brew [5, 4.582531390340024e-05]
brian [2, 1.8330125561360096e-05]
bride [2, 1.8330125561360096e-05]
brief [10, 9.165062780680047e-05]
briefly [1, 9.165062780680048e-06]
brigham [1, 9.165062780680048e-06]
bright [3, 2.7495188342040142e-05]
brightec [1, 9.165062780680048e-06]
brighten [1, 9.165062780680048e-06]
brilliant [2, 1.8330125561360096e-05]
bring [47, 0.00043075795069196226]
brings [1, 9.165062780680048e-06]
briorex [3, 2.7495188342040142e-05]
brit [3, 2.7495188342040142e-05]
british [7, 6.415543946476033e-05]
britney [3, 2.7495188342040142e-05]
brits [5, 4.582531390340024e-05]
bro [1, 9.165062780680048e-06]
broad [1, 9.165062780680048e-06]
broadcast [5, 4.582531390340024e-05]
broadway [1, 9.165062780680048e-06]
brochure [1, 9.165062780680048e-06]
brochures [1, 9.165062780680048e-06]
broke [2, 1.8330125561360096e-05]
broken [16, 0.00014664100449088077]
broker [9, 8.248556502612044e-05]
brokerage [1, 9.165062780680048e-06]
bronze [3, 2.7495188342040142e-05]
brook [1, 9.165062780680048e-06]
brooklyn [11, 0.00010081569058748053]
brother [2, 1.8330125561360096e-05]
brought [3, 2.7495188342040142e-05]
brown [11, 0.00010081569058748053]
browse [5, 4.582531390340024e-05]
browser [11, 0.00010081569058748053]
bruise [1, 9.165062780680048e-06]
bryan [1, 9.165062780680048e-06]
bsn [1, 9.165062780680048e-06]
bsp [1, 9.165062780680048e-06]
bt [6, 5.4990376684080284e-05]
btinternet [1, 9.165062780680048e-06]
buck [7, 6.415543946476033e-05]
bucket [2, 1.8330125561360096e-05]
buckle [1, 9.165062780680048e-06]
buckley [4, 3.666025112272019e-05]
bucks [2, 1.8330125561360096e-05]
bud [1, 9.165062780680048e-06]
buddy [4, 3.666025112272019e-05]
budget [9, 8.248556502612044e-05]
bug [4, 3.666025112272019e-05]
build [81, 0.0007423700852350839]
builder [1, 9.165062780680048e-06]
buildnet [1, 9.165062780680048e-06]
built [1, 9.165062780680048e-06]
buisiness [1, 9.165062780680048e-06]
buisness [1, 9.165062780680048e-06]
bulgarium [1, 9.165062780680048e-06]
bulide [2, 1.8330125561360096e-05]
bulk [290, 0.002657868206397214]
bulkcenter [2, 1.8330125561360096e-05]
bulkemail [1, 9.165062780680048e-06]
bulkers [1, 9.165062780680048e-06]
bulkfriendly [2, 1.8330125561360096e-05]
bulkmate [4, 3.666025112272019e-05]
bull [15, 0.00013747594171020073]
bulletin [3, 2.7495188342040142e-05]
bulletproof [1, 9.165062780680048e-06]
bullshit [2, 1.8330125561360096e-05]
bulnet [2, 1.8330125561360096e-05]
bump [2, 1.8330125561360096e-05]
bumper [1, 9.165062780680048e-06]
bunch [3, 2.7495188342040142e-05]
bundle [10, 9.165062780680047e-05]
bunny [1, 9.165062780680048e-06]
bupyqfwewywoebiyopj [1, 9.165062780680048e-06]
burden [1, 9.165062780680048e-06]
bureau [4, 3.666025112272019e-05]
bureaus [9, 8.248556502612044e-05]
burke [2, 1.8330125561360096e-05]
burn [8, 7.332050224544038e-05]
burst [2, 1.8330125561360096e-05]
burtonsville [3, 2.7495188342040142e-05]
bury [3, 2.7495188342040142e-05]
bush [4, 3.666025112272019e-05]
business [608, 0.005572358170653469]
businessweek [1, 9.165062780680048e-06]
busness [1, 9.165062780680048e-06]
bust [2, 1.8330125561360096e-05]
busy [5, 4.582531390340024e-05]
butler [1, 9.165062780680048e-06]
butt [2, 1.8330125561360096e-05]
button [21, 0.000192466318394281]
buy [159, 0.0014572449821281276]
buyer [12, 0.00010998075336816057]
buyers [1, 9.165062780680048e-06]
buying [2, 1.8330125561360096e-05]
bx [1, 9.165062780680048e-06]
byline [1, 9.165062780680048e-06]
bypass [4, 3.666025112272019e-05]
byte [2, 1.8330125561360096e-05]
byvpmscppdbolchxyklczc [3, 2.7495188342040142e-05]
c [78, 0.0007148748968930437]
ca [66, 0.0006048941435248832]
caa [1, 9.165062780680048e-06]
cabcacf [1, 9.165062780680048e-06]
cabinet [6, 5.4990376684080284e-05]
cable [38, 0.0003482723856658418]
cablemax [1, 9.165062780680048e-06]
cablenet [1, 9.165062780680048e-06]
cables [2, 1.8330125561360096e-05]
cache [1, 9.165062780680048e-06]
cad [1, 9.165062780680048e-06]
caf [6, 5.4990376684080284e-05]
cafe [1, 9.165062780680048e-06]
cahn [1, 9.165062780680048e-06]
calbe [1, 9.165062780680048e-06]
calcuate [1, 9.165062780680048e-06]
calculate [10, 9.165062780680047e-05]
calculation [1, 9.165062780680048e-06]
calculator [2, 1.8330125561360096e-05]
calendar [1, 9.165062780680048e-06]
calfish [1, 9.165062780680048e-06]
calgary [1, 9.165062780680048e-06]
calif [1, 9.165062780680048e-06]
california [1, 9.165062780680048e-06]
californication [1, 9.165062780680048e-06]
californium [11, 0.00010081569058748053]
call [302, 0.002767848959765374]
calle [4, 3.666025112272019e-05]
caller [2, 1.8330125561360096e-05]
calling [2, 1.8330125561360096e-05]
calls [4, 3.666025112272019e-05]
calm [1, 9.165062780680048e-06]
calorie [4, 3.666025112272019e-05]
calsvxtn [1, 9.165062780680048e-06]
cam [5, 4.582531390340024e-05]
camberley [3, 2.7495188342040142e-05]
cambridge [1, 9.165062780680048e-06]
camera [23, 0.0002107964439556411]
camouflage [2, 1.8330125561360096e-05]
camp [4, 3.666025112272019e-05]
campaign [30, 0.00027495188342040145]
campbell [1, 9.165062780680048e-06]
campton [1, 9.165062780680048e-06]
canada [19, 0.0001741361928329209]
canadian [8, 7.332050224544038e-05]
canal [1, 9.165062780680048e-06]
cancel [8, 7.332050224544038e-05]
cancer [8, 7.332050224544038e-05]
cancun [10, 9.165062780680047e-05]
candidate [8, 7.332050224544038e-05]
cannan [1, 9.165062780680048e-06]
cannot [9, 8.248556502612044e-05]
canoga [1, 9.165062780680048e-06]
cant [50, 0.0004582531390340024]
canyon [1, 9.165062780680048e-06]
cap [6, 5.4990376684080284e-05]
capability [5, 4.582531390340024e-05]
capable [2, 1.8330125561360096e-05]
capablity [1, 9.165062780680048e-06]
capacitor [5, 4.582531390340024e-05]
capacity [1, 9.165062780680048e-06]
capellum [1, 9.165062780680048e-06]
capital [79, 0.0007240399596737237]
capitalfm [154, 0.0014114196682247274]
capitalization [1, 9.165062780680048e-06]
capitalize [6, 5.4990376684080284e-05]
capitalmailuk [2, 1.8330125561360096e-05]
capitalradio [2, 1.8330125561360096e-05]
caplin [1, 9.165062780680048e-06]
caps [1, 9.165062780680048e-06]
capture [5, 4.582531390340024e-05]
car [64, 0.0005865640179635231]
carbon [1, 9.165062780680048e-06]
card [231, 0.002117129502337091]
cardboard [1, 9.165062780680048e-06]
cardigans [2, 1.8330125561360096e-05]
cardinal [1, 9.165062780680048e-06]
cards [8, 7.332050224544038e-05]
care [16, 0.00014664100449088077]
career [2, 1.8330125561360096e-05]
careerpro [1, 9.165062780680048e-06]
careful [2, 1.8330125561360096e-05]
carefully [21, 0.000192466318394281]
carey [3, 2.7495188342040142e-05]
carfully [1, 9.165062780680048e-06]
carjack [1, 9.165062780680048e-06]
carl [3, 2.7495188342040142e-05]
carnoalus [1, 9.165062780680048e-06]
carolan [1, 9.165062780680048e-06]
carolina [1, 9.165062780680048e-06]
caron [1, 9.165062780680048e-06]
carpenter [2, 1.8330125561360096e-05]
carr [1, 9.165062780680048e-06]
carrera [1, 9.165062780680048e-06]
carrey [3, 2.7495188342040142e-05]
carribean [1, 9.165062780680048e-06]
carry [6, 5.4990376684080284e-05]
cars [1, 9.165062780680048e-06]
cart [1, 9.165062780680048e-06]
cartel [18, 0.00016497113005224087]
cartoon [2, 1.8330125561360096e-05]
carver [1, 9.165062780680048e-06]
case [39, 0.00035743744844652183]
cash [181, 0.0016588763633030887]
cashflow [2, 1.8330125561360096e-05]
cashier [3, 2.7495188342040142e-05]
cashiers [3, 2.7495188342040142e-05]
casia [1, 9.165062780680048e-06]
casino [26, 0.00023829163229768124]
casinos [2, 1.8330125561360096e-05]
cassette [1, 9.165062780680048e-06]
cast [3, 2.7495188342040142e-05]
casual [3, 2.7495188342040142e-05]
cat [2, 1.8330125561360096e-05]
catagory [2, 1.8330125561360096e-05]
catalog [6, 5.4990376684080284e-05]
catalogue [7, 6.415543946476033e-05]
catch [21, 0.000192466318394281]
catchy [7, 6.415543946476033e-05]
categorize [1, 9.165062780680048e-06]
category [10, 9.165062780680047e-05]
cater [1, 9.165062780680048e-06]
cathay [1, 9.165062780680048e-06]
catherine [1, 9.165062780680048e-06]
catskill [1, 9.165062780680048e-06]
cause [10, 9.165062780680047e-05]
cavalcade [1, 9.165062780680048e-06]
cavalier [2, 1.8330125561360096e-05]
cavity [1, 9.165062780680048e-06]
cb [1, 9.165062780680048e-06]
cbe [2, 1.8330125561360096e-05]
cbiv [1, 9.165062780680048e-06]
cbt [1, 9.165062780680048e-06]
cc [6, 5.4990376684080284e-05]
cccccc [1, 9.165062780680048e-06]
ccd [1, 9.165062780680048e-06]
ccds [1, 9.165062780680048e-06]
ccrew [2, 1.8330125561360096e-05]
ccycfftepsazz [1, 9.165062780680048e-06]
cd [156, 0.0014297497937860873]
cde [1, 9.165062780680048e-06]
cdparadise [3, 2.7495188342040142e-05]
cdrom [27, 0.0002474566950783613]
cdroms [1, 9.165062780680048e-06]
cds [10, 9.165062780680047e-05]
cdvlyxwvlselgm [1, 9.165062780680048e-06]
ce [3, 2.7495188342040142e-05]
cearth [8, 7.332050224544038e-05]
cel [3, 2.7495188342040142e-05]
celeb [1, 9.165062780680048e-06]
celebrate [11, 0.00010081569058748053]
celebrities [1, 9.165062780680048e-06]
celebrity [23, 0.0002107964439556411]
celebs [1, 9.165062780680048e-06]
celeron [1, 9.165062780680048e-06]
celine [6, 5.4990376684080284e-05]
cellular [2, 1.8330125561360096e-05]
cellulite [1, 9.165062780680048e-06]
celluloid [1, 9.165062780680048e-06]
celuus [1, 9.165062780680048e-06]
cent [35, 0.0003207771973238017]
center [23, 0.0002107964439556411]
centerport [1, 9.165062780680048e-06]
central [1, 9.165062780680048e-06]
centre [1, 9.165062780680048e-06]
centrepiece [1, 9.165062780680048e-06]
cents [4, 3.666025112272019e-05]
century [15, 0.00013747594171020073]
ceo [4, 3.666025112272019e-05]
ceremony [1, 9.165062780680048e-06]
cerrito [2, 1.8330125561360096e-05]
certain [18, 0.00016497113005224087]
certainly [14, 0.00012831087892952066]
certificate [20, 0.00018330125561360095]
certify [1, 9.165062780680048e-06]
cfm [4, 3.666025112272019e-05]
cfme [1, 9.165062780680048e-06]
cfmx [1, 9.165062780680048e-06]
cfqfhsatmtovgaynllvqqaaow [1, 9.165062780680048e-06]
cftc [2, 1.8330125561360096e-05]
cg [2, 1.8330125561360096e-05]
cgi [2, 1.8330125561360096e-05]
cgibin [12, 0.00010998075336816057]
cgiforeverweb [6, 5.4990376684080284e-05]
cgitest [1, 9.165062780680048e-06]
cgiwin [7, 6.415543946476033e-05]
cgus [13, 0.00011914581614884062]
ch [1, 9.165062780680048e-06]
chagt [2, 1.8330125561360096e-05]
chain [36, 0.00032994226010448174]
chainletter [1, 9.165062780680048e-06]
chairman [1, 9.165062780680048e-06]
challenge [8, 7.332050224544038e-05]
chamber [3, 2.7495188342040142e-05]
champion [5, 4.582531390340024e-05]
championship [1, 9.165062780680048e-06]
champlain [2, 1.8330125561360096e-05]
chance [70, 0.0006415543946476034]
change [118, 0.0010814774081202457]
changeover [1, 9.165062780680048e-06]
channe [1, 9.165062780680048e-06]
channel [19, 0.0001741361928329209]
chao [2, 1.8330125561360096e-05]
chappie [1, 9.165062780680048e-06]
chapter [2, 1.8330125561360096e-05]
character [5, 4.582531390340024e-05]
characteristic [1, 9.165062780680048e-06]
charge [73, 0.0006690495829896434]
charged [1, 9.165062780680048e-06]
charitable [1, 9.165062780680048e-06]
charity [6, 5.4990376684080284e-05]
charle [11, 0.00010081569058748053]
charlotte [1, 9.165062780680048e-06]
charset [9, 8.248556502612044e-05]
chart [8, 7.332050224544038e-05]
charttop [2, 1.8330125561360096e-05]
chase [3, 2.7495188342040142e-05]
chasing [1, 9.165062780680048e-06]
chaska [1, 9.165062780680048e-06]
chassistype [2, 1.8330125561360096e-05]
chat [30, 0.00027495188342040145]
chatroom [2, 1.8330125561360096e-05]
chcus [1, 9.165062780680048e-06]
cheap [12, 0.00010998075336816057]
cheaper [1, 9.165062780680048e-06]
cheaply [1, 9.165062780680048e-06]
cheat [2, 1.8330125561360096e-05]
chec [1, 9.165062780680048e-06]
check [389, 0.0035652094216845386]
checkin [2, 1.8330125561360096e-05]
checking [2, 1.8330125561360096e-05]
checkout [1, 9.165062780680048e-06]
checks [7, 6.415543946476033e-05]
cheeky [1, 9.165062780680048e-06]
cheerfully [2, 1.8330125561360096e-05]
chemical [3, 2.7495188342040142e-05]
chepachet [1, 9.165062780680048e-06]
cheque [13, 0.00011914581614884062]
cheques [2, 1.8330125561360096e-05]
cheryl [2, 1.8330125561360096e-05]
chest [1, 9.165062780680048e-06]
chevy [2, 1.8330125561360096e-05]
chicago [2, 1.8330125561360096e-05]
chicken [1, 9.165062780680048e-06]
child [37, 0.00033910732288516175]
childen [1, 9.165062780680048e-06]
childhood [1, 9.165062780680048e-06]
children [6, 5.4990376684080284e-05]
chilus [1, 9.165062780680048e-06]
china [2, 1.8330125561360096e-05]
chinese [1, 9.165062780680048e-06]
chipset [2, 1.8330125561360096e-05]
chivalry [1, 9.165062780680048e-06]
chixchat [1, 9.165062780680048e-06]
choice [27, 0.0002474566950783613]
chong [4, 3.666025112272019e-05]
choose [72, 0.0006598845202089635]
chose [1, 9.165062780680048e-06]
chp [1, 9.165062780680048e-06]
chri [5, 4.582531390340024e-05]
